module_id,title,subtitle,domain,category,status
BIO-041,The Endocrine System,"Hormones, glands, receptors, and long-range regulation",Human Biology,Endocrine System,draft-generated
BIO-042,Hormone Signaling,"Synthesis, transport, receptors, feedback, and clearance",Human Biology,Endocrinology,draft-generated
BIO-043,The Hypothalamus and Pituitary Gland,Central coordination of endocrine function,Human Biology,Endocrinology,draft-generated
BIO-044,Thyroid Physiology,"Thyroid hormones, metabolism, growth, and temperature regulation",Human Biology,Endocrinology,draft-generated
BIO-045,Adrenal Physiology,"Cortisol, aldosterone, catecholamines, and stress responses",Human Biology,Endocrinology,draft-generated
BIO-046,Insulin and Glucagon,Hormonal regulation of blood glucose and fuel storage,Human Biology,Endocrinology,draft-generated
BIO-047,Sex Hormones,"Estrogen, progesterone, testosterone, and systemic effects",Human Biology,Endocrinology,draft-generated
BIO-048,Growth Hormone and IGF-1,"Growth, tissue repair, metabolism, and lifespan considerations",Human Biology,Endocrinology,draft-generated
BIO-049,Calcium-Regulating Hormones,"Parathyroid hormone, vitamin D, calcitonin, and mineral balance",Human Biology,Endocrinology,draft-generated
BIO-050,Circadian Biology,"Biological clocks, light, timing, and daily physiological rhythms",Human Biology,Chronobiology,draft-generated
BIO-051,The Cardiovascular System,"Heart, blood vessels, circulation, and tissue perfusion",Human Biology,Cardiovascular System,draft-generated
BIO-052,The Heart,"Cardiac anatomy, electrical activity, and pumping function",Human Biology,Cardiovascular System,draft-generated
BIO-053,The Cardiac Cycle,"Filling, contraction, pressure, and blood movement",Human Biology,Cardiovascular Physiology,draft-generated
BIO-054,Heart Rate and Rhythm,"Pacemakers, conduction, autonomic control, and variability",Human Biology,Cardiovascular Physiology,draft-generated
BIO-055,Blood Vessels,"Arteries, veins, capillaries, and vascular function",Human Biology,Cardiovascular System,draft-generated
BIO-056,Blood Pressure,"Determinants, regulation, measurement, and physiological meaning",Human Biology,Cardiovascular Physiology,draft-generated
BIO-057,Blood Flow and Tissue Perfusion,How circulation delivers oxygen and nutrients to tissues,Human Biology,Cardiovascular Physiology,draft-generated
BIO-058,The Endothelium,"Vascular signaling, barrier function, and blood-flow regulation",Human Biology,Vascular Biology,draft-generated
BIO-059,Blood,"Plasma, blood cells, transport, defense, and clotting",Human Biology,Hematology,draft-generated
BIO-060,Hemostasis and Blood Clotting,How the body limits bleeding while preserving circulation,Human Biology,Hematology,draft-generated
BIO-061,The Respiratory System,"Airflow, gas exchange, and respiratory regulation",Human Biology,Respiratory System,draft-generated
BIO-062,Lung Anatomy and Ventilation,How air moves into and out of the lungs,Human Biology,Respiratory Physiology,draft-generated
BIO-063,Gas Exchange,Oxygen and carbon dioxide transfer across the lungs and tissues,Human Biology,Respiratory Physiology,draft-generated
BIO-064,Oxygen Transport,"Hemoglobin, blood oxygen content, and tissue delivery",Human Biology,Respiratory Physiology,draft-generated
BIO-065,Carbon Dioxide and Acid-Base Balance,Respiratory control of pH and carbon dioxide removal,Human Biology,Respiratory Physiology,draft-generated
BIO-066,Control of Breathing,"Brainstem, chemoreceptors, mechanics, and behavioral influences",Human Biology,Respiratory Physiology,draft-generated
BIO-067,Exercise and Respiratory Adaptation,How breathing and gas exchange respond to physical activity,Human Biology,Exercise Physiology,draft-generated
BIO-068,The Digestive System,"Digestion, absorption, motility, and gastrointestinal regulation",Human Biology,Digestive System,draft-generated
BIO-069,"The Mouth, Esophagus, and Swallowing",Mechanical processing and safe movement of food,Human Biology,Digestive Physiology,draft-generated
BIO-070,The Stomach,"Storage, mixing, acid secretion, and protein digestion",Human Biology,Digestive Physiology,draft-generated
BIO-071,The Small Intestine,Digestion and absorption of nutrients,Human Biology,Digestive Physiology,draft-generated
BIO-072,The Large Intestine,"Water balance, stool formation, and microbial metabolism",Human Biology,Digestive Physiology,draft-generated
BIO-073,The Liver,"Metabolism, detoxification, storage, synthesis, and bile production",Human Biology,Hepatology,draft-generated
BIO-074,The Gallbladder and Bile,"Fat digestion, bile storage, and enterohepatic circulation",Human Biology,Digestive Physiology,draft-generated
BIO-075,The Pancreas,"Digestive enzymes, bicarbonate, insulin, and glucagon",Human Biology,Digestive and Endocrine Physiology,draft-generated
BIO-076,The Gut Microbiome,"Microbial ecology, metabolism, immunity, and host interactions",Human Biology,Microbiome,draft-generated
BIO-077,The Intestinal Barrier,"Epithelial integrity, permeability, immunity, and nutrient exchange",Human Biology,Gastrointestinal Biology,draft-generated
BIO-078,The Urinary System,"Kidneys, urine formation, and internal chemical balance",Human Biology,Urinary System,draft-generated
BIO-079,Kidney Structure and Filtration,"Nephrons, glomeruli, and the first stage of urine formation",Human Biology,Renal Physiology,draft-generated
BIO-080,Tubular Reabsorption and Secretion,How kidneys conserve needed substances and remove waste,Human Biology,Renal Physiology,draft-generated
BIO-081,Fluid and Electrolyte Balance,"Water, sodium, potassium, and osmotic regulation",Human Biology,Renal Physiology,draft-generated
BIO-082,Acid-Base Regulation,"How lungs, kidneys, and buffers maintain physiological pH",Human Biology,Renal and Respiratory Physiology,draft-generated
BIO-083,Hydration and Thirst,"Fluid needs, thirst signaling, dehydration, and overhydration",Human Biology,Fluid Balance,draft-generated
BIO-084,The Immune System,"Innate and adaptive defense, surveillance, and regulation",Human Biology,Immune System,draft-generated
BIO-085,Innate Immunity,"Barriers, inflammation, phagocytes, and rapid defense",Human Biology,Immunology,draft-generated
BIO-086,Adaptive Immunity,"B cells, T cells, antibodies, and immune memory",Human Biology,Immunology,draft-generated
BIO-087,Inflammation,"Protective responses, resolution, and chronic dysregulation",Human Biology,Immunology,draft-generated
BIO-088,The Lymphatic System,"Fluid return, immune transport, and lymphoid tissues",Human Biology,Immune and Lymphatic Systems,draft-generated
BIO-089,Vaccination and Immune Memory,How controlled antigen exposure builds protection,Human Biology,Immunology,draft-generated
BIO-090,Immune Tolerance and Autoimmunity,How the immune system distinguishes self from threat,Human Biology,Immunology,draft-generated
BIO-091,The Musculoskeletal System,"Bones, joints, muscles, tendons, and coordinated movement",Human Biology,Musculoskeletal System,draft-generated
BIO-092,Skeletal Muscle,"Structure, contraction, metabolism, and adaptation",Human Biology,Muscle Physiology,draft-generated
BIO-093,Muscle Contraction,"Actin, myosin, calcium, ATP, and force production",Human Biology,Muscle Physiology,draft-generated
BIO-094,Muscle Fiber Types,"Contractile properties, metabolism, fatigue, and training responses",Human Biology,Muscle Physiology,draft-generated
BIO-095,Bone Biology,"Structure, remodeling, mineral storage, and mechanical strength",Human Biology,Bone Biology,draft-generated
BIO-096,Joints and Cartilage,"Movement, stability, lubrication, and load distribution",Human Biology,Musculoskeletal Biology,draft-generated
BIO-097,"Tendons, Ligaments, and Fascia","Force transfer, joint stability, and connective-tissue adaptation",Human Biology,Connective Tissue Biology,draft-generated
BIO-098,Movement Control,"Motor units, coordination, balance, and proprioception",Human Biology,Movement Science,draft-generated
BIO-099,Exercise Adaptation,"How repeated training changes strength, endurance, and function",Human Biology,Exercise Physiology,draft-generated
BIO-100,Recovery and Physiological Resilience,"How the body repairs, restores, and builds future capacity",Human Biology,Recovery and Adaptation,draft-generated
