module_id,title,subtitle,domain,category,status
AGE-063,Cholesterol and Aging,How cholesterol and aging changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,draft-generated
AGE-064,Blood Sugar and Aging,How blood sugar and aging changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,draft-generated
AGE-065,Insulin Resistance With Age,How insulin resistance with age changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,draft-generated
AGE-066,Body Composition With Aging,How body composition with aging changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-067,Visceral Fat With Aging,How visceral fat with aging changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-068,Metabolic Health After 50,How metabolic health after 50 changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-069,Heart Fitness With Aging,How heart fitness with aging changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-070,Stroke Risk Reduction,How stroke risk reduction changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-071,Cardiovascular Prevention After 60,How cardiovascular prevention after 60 changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-072,Kidney Function With Aging,How kidney function with aging changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-073,Liver Health With Aging,How liver health with aging changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-074,Hydration in Older Adults,How hydration in older adults changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-075,Medication Metabolism With Aging,How medication metabolism with aging changes with age and what supports healthy function.,Healthy Aging and Longevity,Cardiometabolic Aging,pending
AGE-076,Protein Needs With Aging,Nutrition science and practical planning related to protein needs with aging.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-077,Protein Distribution for Older Adults,Nutrition science and practical planning related to protein distribution for older adults.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-078,Energy Needs With Aging,Nutrition science and practical planning related to energy needs with aging.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-079,Appetite Changes With Aging,Nutrition science and practical planning related to appetite changes with aging.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-080,Fiber for Older Adults,Nutrition science and practical planning related to fiber for older adults.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-081,Micronutrient Needs With Aging,Nutrition science and practical planning related to micronutrient needs with aging.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-082,Vitamin B12 and Aging,Nutrition science and practical planning related to vitamin b12 and aging.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-083,Iron and Aging,Nutrition science and practical planning related to iron and aging.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-084,Hydration and Aging,Nutrition science and practical planning related to hydration and aging.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-085,Healthy Weight in Older Adults,Nutrition science and practical planning related to healthy weight in older adults.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-086,Unintentional Weight Loss,Nutrition science and practical planning related to unintentional weight loss.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-087,Malnutrition in Older Adults,Nutrition science and practical planning related to malnutrition in older adults.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-088,Meal Planning for One or Two People,Nutrition science and practical planning related to meal planning for one or two people.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-089,Nutrition for Frailty Prevention,Nutrition science and practical planning related to nutrition for frailty prevention.,Healthy Aging and Longevity,Nutrition and Aging,pending
AGE-090,Sleep Changes With Aging,"Evidence, practical strategies, and safety related to sleep changes with aging.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-091,Insomnia in Older Adults,"Evidence, practical strategies, and safety related to insomnia in older adults.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-092,Sleep Apnea and Aging,"Evidence, practical strategies, and safety related to sleep apnea and aging.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-093,Napping in Older Adults,"Evidence, practical strategies, and safety related to napping in older adults.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-094,Circadian Changes With Aging,"Evidence, practical strategies, and safety related to circadian changes with aging.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-095,Recovery After Exercise With Aging,"Evidence, practical strategies, and safety related to recovery after exercise with aging.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-096,Rest Days for Older Adults,"Evidence, practical strategies, and safety related to rest days for older adults.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-097,Fatigue in Older Adults,"Evidence, practical strategies, and safety related to fatigue in older adults.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-098,Pain and Sleep With Aging,"Evidence, practical strategies, and safety related to pain and sleep with aging.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-099,Medications and Sleep in Older Adults,"Evidence, practical strategies, and safety related to medications and sleep in older adults.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-100,Nighttime Urination and Sleep,"Evidence, practical strategies, and safety related to nighttime urination and sleep.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-101,Daytime Sleepiness,"Evidence, practical strategies, and safety related to daytime sleepiness.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-102,Building an Older-Adult Sleep Routine,"Evidence, practical strategies, and safety related to building an older-adult sleep routine.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-103,Sleep and Fall Risk,"Evidence, practical strategies, and safety related to sleep and fall risk.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-104,Sleep and Cognitive Aging,"Evidence, practical strategies, and safety related to sleep and cognitive aging.",Healthy Aging and Longevity,Sleep and Recovery With Aging,pending
AGE-105,Purpose in Later Life,How purpose in later life influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-106,Retirement and Well-Being,How retirement and well-being influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-107,Social Connection in Older Adults,How social connection in older adults influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-108,Loneliness in Older Adults,How loneliness in older adults influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-109,Grief and Aging,How grief and aging influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-110,Caregiving in Later Life,How caregiving in later life influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-111,Resilience in Older Adults,How resilience in older adults influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-112,Depression in Older Adults,How depression in older adults influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-113,Anxiety in Older Adults,How anxiety in older adults influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-114,Maintaining Independence,How maintaining independence influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-115,Driving and Aging,How driving and aging influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-116,Volunteering in Later Life,How volunteering in later life influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-117,Intergenerational Relationships,How intergenerational relationships influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-118,Technology Use in Older Adults,How technology use in older adults influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-119,Planning for Life Transitions,How planning for life transitions influences well-being and healthy aging.,Healthy Aging and Longevity,Social and Emotional Aging,pending
AGE-120,Preventive Care After 50,"Prevention, screening, safety, and practical planning for preventive care after 50.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-121,Cancer Screening With Aging,"Prevention, screening, safety, and practical planning for cancer screening with aging.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-122,Vaccines for Older Adults,"Prevention, screening, safety, and practical planning for vaccines for older adults.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-123,Vision Screening With Aging,"Prevention, screening, safety, and practical planning for vision screening with aging.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-124,Hearing Screening With Aging,"Prevention, screening, safety, and practical planning for hearing screening with aging.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-125,Dental Health With Aging,"Prevention, screening, safety, and practical planning for dental health with aging.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-126,Medication Review in Older Adults,"Prevention, screening, safety, and practical planning for medication review in older adults.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-127,Polypharmacy,"Prevention, screening, safety, and practical planning for polypharmacy.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-128,Advance Care Planning,"Prevention, screening, safety, and practical planning for advance care planning.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-129,Frailty Screening,"Prevention, screening, safety, and practical planning for frailty screening.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-130,Functional Assessment,"Prevention, screening, safety, and practical planning for functional assessment.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-131,Home Safety Assessment,"Prevention, screening, safety, and practical planning for home safety assessment.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-132,Healthy Aging Checkups,"Prevention, screening, safety, and practical planning for healthy aging checkups.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-133,Preparing for Surgery in Older Adults,"Prevention, screening, safety, and practical planning for preparing for surgery in older adults.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-134,Recovery After Hospitalization,"Prevention, screening, safety, and practical planning for recovery after hospitalization.",Healthy Aging and Longevity,Preventive Aging,pending
AGE-135,Centenarians,"What evidence supports centenarians, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-136,Blue Zones,"What evidence supports blue zones, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-137,Calorie Restriction and Longevity,"What evidence supports calorie restriction and longevity, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-138,Fasting and Longevity,"What evidence supports fasting and longevity, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-139,Exercise and Longevity,"What evidence supports exercise and longevity, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-140,Sleep and Longevity,"What evidence supports sleep and longevity, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-141,Social Connection and Longevity,"What evidence supports social connection and longevity, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-142,Alcohol and Longevity,"What evidence supports alcohol and longevity, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-143,Supplements and Longevity,"What evidence supports supplements and longevity, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-144,Anti-Aging Claims,"What evidence supports anti-aging claims, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-145,Longevity Biomarkers,"What evidence supports longevity biomarkers, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-146,Biological Age Tests,"What evidence supports biological age tests, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-147,Healthy Aging Myths,"What evidence supports healthy aging myths, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-148,Building a Longevity Plan,"What evidence supports building a longevity plan, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-149,Maintaining Quality of Life With Aging,"What evidence supports maintaining quality of life with aging, what remains uncertain, and practical implications.",Healthy Aging and Longevity,Longevity and Evidence,pending
AGE-150,Integrating Healthy Aging and Longevity: Practical Synthesis,"An integrated evidence-based synthesis of healthy aging and longevity concepts, priorities, practical application, and safety.",Healthy Aging and Longevity,Integrated Practice,pending
