module_id,title,subtitle,domain,category,status
PROG-049,Power Training Program,"A structured, evidence-based progression for power training program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending
PROG-050,Athletic Conditioning Program,"A structured, evidence-based progression for athletic conditioning program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending
PROG-051,Daily Mobility Program,"A progressive routine for daily mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-052,Hip Mobility Program,"A progressive routine for hip mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-053,Ankle Mobility Program,"A progressive routine for ankle mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-054,Shoulder Mobility Program,"A progressive routine for shoulder mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-055,Thoracic Mobility Program,"A progressive routine for thoracic mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-056,Flexibility Program,"A progressive routine for flexibility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-057,Balance Improvement Program,"A progressive routine for balance improvement program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-058,Fall Prevention Exercise Program,"A progressive routine for fall prevention exercise program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-059,Yoga-Based Mobility Program,"A progressive routine for yoga-based mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-060,Tai Chi Balance Program,"A progressive routine for tai chi balance program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending
PROG-061,Strength After 50 Program,"A practical, progressive exercise framework for strength after 50 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-062,Strength After 60 Program,"A practical, progressive exercise framework for strength after 60 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-063,Healthy Aging Fitness Program,"A practical, progressive exercise framework for healthy aging fitness program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-064,Sarcopenia Prevention Program,"A practical, progressive exercise framework for sarcopenia prevention program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-065,Bone Health Exercise Program,"A practical, progressive exercise framework for bone health exercise program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-066,Fall Prevention Program,"A practical, progressive exercise framework for fall prevention program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-067,Walking After 60 Program,"A practical, progressive exercise framework for walking after 60 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-068,Cardio After 60 Program,"A practical, progressive exercise framework for cardio after 60 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-069,Mobility After 60 Program,"A practical, progressive exercise framework for mobility after 60 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-070,Longevity Fitness Program,"A practical, progressive exercise framework for longevity fitness program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending
PROG-071,Exercise Program for Prediabetes,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for prediabetes.",Exercise Programs,Condition-Focused Programs,pending
PROG-072,Exercise Program for Type 2 Diabetes,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for type 2 diabetes.",Exercise Programs,Condition-Focused Programs,pending
PROG-073,Exercise Program for High Blood Pressure,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for high blood pressure.",Exercise Programs,Condition-Focused Programs,pending
PROG-074,Exercise Program for High Cholesterol,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for high cholesterol.",Exercise Programs,Condition-Focused Programs,pending
PROG-075,Exercise Program for Obesity,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for obesity.",Exercise Programs,Condition-Focused Programs,pending
PROG-076,Exercise Program for Fatty Liver Disease,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for fatty liver disease.",Exercise Programs,Condition-Focused Programs,pending
PROG-077,Exercise Program for Osteoarthritis,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for osteoarthritis.",Exercise Programs,Condition-Focused Programs,pending
PROG-078,Exercise Program for Osteoporosis,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for osteoporosis.",Exercise Programs,Condition-Focused Programs,pending
PROG-079,Exercise Program for Chronic Back Pain,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for chronic back pain.",Exercise Programs,Condition-Focused Programs,pending
PROG-080,Exercise Program for Better Sleep,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for better sleep.",Exercise Programs,Condition-Focused Programs,pending
PROG-081,20-Minute Workout Program,"Time-efficient programming, progression, and practical strategies for 20-minute workout program.",Exercise Programs,Busy-Life Programs,pending
PROG-082,30-Minute Workout Program,"Time-efficient programming, progression, and practical strategies for 30-minute workout program.",Exercise Programs,Busy-Life Programs,pending
PROG-083,Three-Day Fitness Program,"Time-efficient programming, progression, and practical strategies for three-day fitness program.",Exercise Programs,Busy-Life Programs,pending
PROG-084,Weekend Warrior Program,"Time-efficient programming, progression, and practical strategies for weekend warrior program.",Exercise Programs,Busy-Life Programs,pending
PROG-085,Travel Workout Program,"Time-efficient programming, progression, and practical strategies for travel workout program.",Exercise Programs,Busy-Life Programs,pending
PROG-086,Hotel Workout Program,"Time-efficient programming, progression, and practical strategies for hotel workout program.",Exercise Programs,Busy-Life Programs,pending
PROG-087,Office Worker Fitness Program,"Time-efficient programming, progression, and practical strategies for office worker fitness program.",Exercise Programs,Busy-Life Programs,pending
PROG-088,No-Equipment Home Program,"Time-efficient programming, progression, and practical strategies for no-equipment home program.",Exercise Programs,Busy-Life Programs,pending
PROG-089,Minimal-Equipment Program,"Time-efficient programming, progression, and practical strategies for minimal-equipment program.",Exercise Programs,Busy-Life Programs,pending
PROG-090,Busy Professional Fitness Program,"Time-efficient programming, progression, and practical strategies for busy professional fitness program.",Exercise Programs,Busy-Life Programs,pending
PROG-091,Fat Loss Exercise Program,"A goal-focused framework for fat loss exercise program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-092,Muscle Gain Exercise Program,"A goal-focused framework for muscle gain exercise program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-093,General Fitness Program,"A goal-focused framework for general fitness program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-094,Improve VO2 Max Program,"A goal-focused framework for improve vo2 max program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-095,Improve Strength Program,"A goal-focused framework for improve strength program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-096,Improve Mobility Program,"A goal-focused framework for improve mobility program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-097,Improve Balance Program,"A goal-focused framework for improve balance program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-098,Improve Energy Program,"A goal-focused framework for improve energy program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-099,Return to Exercise Program,"A goal-focused framework for return to exercise program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
PROG-100,Building Your Own Exercise Program,"A goal-focused framework for building your own exercise program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending
