module_id,title,subtitle,domain,category,status
CHD-039,Napping in Children,"Evidence, common problems, practical routines, and safety related to napping in children.",Children and Adolescents,Sleep,draft-generated
CHD-040,Healthy Sleep Habits for Families,"Evidence, common problems, practical routines, and safety related to healthy sleep habits for families.",Children and Adolescents,Sleep,draft-generated
CHD-041,Stress in Children,"Recognition, prevention, support, and safety related to stress in children.",Children and Adolescents,Mental and Emotional Health,pending
CHD-042,Stress in Teenagers,"Recognition, prevention, support, and safety related to stress in teenagers.",Children and Adolescents,Mental and Emotional Health,pending
CHD-043,Anxiety in Children,"Recognition, prevention, support, and safety related to anxiety in children.",Children and Adolescents,Mental and Emotional Health,pending
CHD-044,Anxiety in Teenagers,"Recognition, prevention, support, and safety related to anxiety in teenagers.",Children and Adolescents,Mental and Emotional Health,pending
CHD-045,Depression in Teenagers,"Recognition, prevention, support, and safety related to depression in teenagers.",Children and Adolescents,Mental and Emotional Health,pending
CHD-046,School Stress,"Recognition, prevention, support, and safety related to school stress.",Children and Adolescents,Mental and Emotional Health,pending
CHD-047,Bullying,"Recognition, prevention, support, and safety related to bullying.",Children and Adolescents,Mental and Emotional Health,pending
CHD-048,Cyberbullying,"Recognition, prevention, support, and safety related to cyberbullying.",Children and Adolescents,Mental and Emotional Health,pending
CHD-049,Resilience in Children,"Recognition, prevention, support, and safety related to resilience in children.",Children and Adolescents,Mental and Emotional Health,pending
CHD-050,When a Child Needs Mental Health Support,"Recognition, prevention, support, and safety related to when a child needs mental health support.",Children and Adolescents,Mental and Emotional Health,pending
CHD-051,Childhood Fever,"Common causes, home care principles, red flags, and when professional evaluation matters for childhood fever.",Children and Adolescents,Common Health Issues,pending
CHD-052,Common Colds in Children,"Common causes, home care principles, red flags, and when professional evaluation matters for common colds in children.",Children and Adolescents,Common Health Issues,pending
CHD-053,Cough in Children,"Common causes, home care principles, red flags, and when professional evaluation matters for cough in children.",Children and Adolescents,Common Health Issues,pending
CHD-054,Sore Throat in Children,"Common causes, home care principles, red flags, and when professional evaluation matters for sore throat in children.",Children and Adolescents,Common Health Issues,pending
CHD-055,Stomach Pain in Children,"Common causes, home care principles, red flags, and when professional evaluation matters for stomach pain in children.",Children and Adolescents,Common Health Issues,pending
CHD-056,Constipation in Children,"Common causes, home care principles, red flags, and when professional evaluation matters for constipation in children.",Children and Adolescents,Common Health Issues,pending
CHD-057,Diarrhea in Children,"Common causes, home care principles, red flags, and when professional evaluation matters for diarrhea in children.",Children and Adolescents,Common Health Issues,pending
CHD-058,Headaches in Children,"Common causes, home care principles, red flags, and when professional evaluation matters for headaches in children.",Children and Adolescents,Common Health Issues,pending
CHD-059,Growing Pains,"Common causes, home care principles, red flags, and when professional evaluation matters for growing pains.",Children and Adolescents,Common Health Issues,pending
CHD-060,Allergies in Children,"Common causes, home care principles, red flags, and when professional evaluation matters for allergies in children.",Children and Adolescents,Common Health Issues,pending
CHD-061,Childhood Vaccinations,"Prevention, safety, and evidence-based guidance related to childhood vaccinations.",Children and Adolescents,Prevention and Safety,pending
CHD-062,Adolescent Vaccinations,"Prevention, safety, and evidence-based guidance related to adolescent vaccinations.",Children and Adolescents,Prevention and Safety,pending
CHD-063,Hand Hygiene for Children,"Prevention, safety, and evidence-based guidance related to hand hygiene for children.",Children and Adolescents,Prevention and Safety,pending
CHD-064,Food Safety for Children,"Prevention, safety, and evidence-based guidance related to food safety for children.",Children and Adolescents,Prevention and Safety,pending
CHD-065,Sun Safety for Children,"Prevention, safety, and evidence-based guidance related to sun safety for children.",Children and Adolescents,Prevention and Safety,pending
CHD-066,Water Safety,"Prevention, safety, and evidence-based guidance related to water safety.",Children and Adolescents,Prevention and Safety,pending
CHD-067,Bike Safety,"Prevention, safety, and evidence-based guidance related to bike safety.",Children and Adolescents,Prevention and Safety,pending
CHD-068,Car Seat Safety,"Prevention, safety, and evidence-based guidance related to car seat safety.",Children and Adolescents,Prevention and Safety,pending
CHD-069,Sports Injury Prevention,"Prevention, safety, and evidence-based guidance related to sports injury prevention.",Children and Adolescents,Prevention and Safety,pending
CHD-070,Concussion Prevention,"Prevention, safety, and evidence-based guidance related to concussion prevention.",Children and Adolescents,Prevention and Safety,pending
CHD-071,Teen Nutrition,"Age-appropriate education, prevention, risk reduction, and support related to teen nutrition.",Children and Adolescents,Adolescent Health,pending
CHD-072,Teen Exercise,"Age-appropriate education, prevention, risk reduction, and support related to teen exercise.",Children and Adolescents,Adolescent Health,pending
CHD-073,Teen Sleep,"Age-appropriate education, prevention, risk reduction, and support related to teen sleep.",Children and Adolescents,Adolescent Health,pending
CHD-074,Teen Stress,"Age-appropriate education, prevention, risk reduction, and support related to teen stress.",Children and Adolescents,Adolescent Health,pending
CHD-075,Teen Sexual Health,"Age-appropriate education, prevention, risk reduction, and support related to teen sexual health.",Children and Adolescents,Adolescent Health,pending
CHD-076,Sexually Transmitted Infection Prevention for Teens,"Age-appropriate education, prevention, risk reduction, and support related to sexually transmitted infection prevention for teens.",Children and Adolescents,Adolescent Health,pending
CHD-077,Substance Use Prevention,"Age-appropriate education, prevention, risk reduction, and support related to substance use prevention.",Children and Adolescents,Adolescent Health,pending
CHD-078,Vaping Prevention in Teens,"Age-appropriate education, prevention, risk reduction, and support related to vaping prevention in teens.",Children and Adolescents,Adolescent Health,pending
CHD-079,Alcohol Prevention in Teens,"Age-appropriate education, prevention, risk reduction, and support related to alcohol prevention in teens.",Children and Adolescents,Adolescent Health,pending
CHD-080,Healthy Relationships for Teens,"Age-appropriate education, prevention, risk reduction, and support related to healthy relationships for teens.",Children and Adolescents,Adolescent Health,pending
CHD-081,Healthy Family Routines,Practical family strategies and evidence related to healthy family routines.,Children and Adolescents,Family Health,pending
CHD-082,Parents as Health Role Models,Practical family strategies and evidence related to parents as health role models.,Children and Adolescents,Family Health,pending
CHD-083,Talking to Children About Health,Practical family strategies and evidence related to talking to children about health.,Children and Adolescents,Family Health,pending
CHD-084,Talking to Teens About Health,Practical family strategies and evidence related to talking to teens about health.,Children and Adolescents,Family Health,pending
CHD-085,Healthy Food Environment at Home,Practical family strategies and evidence related to healthy food environment at home.,Children and Adolescents,Family Health,pending
CHD-086,Active Family Weekends,Practical family strategies and evidence related to active family weekends.,Children and Adolescents,Family Health,pending
CHD-087,Family Screen Rules,Practical family strategies and evidence related to family screen rules.,Children and Adolescents,Family Health,pending
CHD-088,Family Sleep Routines,Practical family strategies and evidence related to family sleep routines.,Children and Adolescents,Family Health,pending
CHD-089,Managing Health During School Holidays,Practical family strategies and evidence related to managing health during school holidays.,Children and Adolescents,Family Health,pending
CHD-090,Building Sustainable Family Habits,Practical family strategies and evidence related to building sustainable family habits.,Children and Adolescents,Family Health,pending
CHD-091,Childhood Obesity Prevention,"Evidence, safety, lifestyle considerations, and when professional care matters for childhood obesity prevention.",Children and Adolescents,Special Topics,pending
CHD-092,Prediabetes in Adolescents,"Evidence, safety, lifestyle considerations, and when professional care matters for prediabetes in adolescents.",Children and Adolescents,Special Topics,pending
CHD-093,High Blood Pressure in Youth,"Evidence, safety, lifestyle considerations, and when professional care matters for high blood pressure in youth.",Children and Adolescents,Special Topics,pending
CHD-094,Asthma and Exercise,"Evidence, safety, lifestyle considerations, and when professional care matters for asthma and exercise.",Children and Adolescents,Special Topics,pending
CHD-095,Food Allergies in Children,"Evidence, safety, lifestyle considerations, and when professional care matters for food allergies in children.",Children and Adolescents,Special Topics,pending
CHD-096,ADHD and Lifestyle,"Evidence, safety, lifestyle considerations, and when professional care matters for adhd and lifestyle.",Children and Adolescents,Special Topics,pending
CHD-097,Autism and Healthy Routines,"Evidence, safety, lifestyle considerations, and when professional care matters for autism and healthy routines.",Children and Adolescents,Special Topics,pending
CHD-098,Eating Disorders in Adolescents,"Evidence, safety, lifestyle considerations, and when professional care matters for eating disorders in adolescents.",Children and Adolescents,Special Topics,pending
CHD-099,Menstrual Health for Teen Girls,"Evidence, safety, lifestyle considerations, and when professional care matters for menstrual health for teen girls.",Children and Adolescents,Special Topics,pending
CHD-100,Healthy Transition to College,"Evidence, safety, lifestyle considerations, and when professional care matters for healthy transition to college.",Children and Adolescents,Special Topics,pending
