module_id,title,subtitle,domain,category,status
NUT-027,Vitamin A,"Retinoids, carotenoids, vision, immunity, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-028,Vitamin B1 Thiamin,"Energy metabolism, nervous-system function, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-029,Vitamin B2 Riboflavin,"Redox metabolism, energy production, and dietary sources",Nutrition,Micronutrients,draft-generated
NUT-030,Vitamin B3 Niacin,"NAD metabolism, energy production, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-031,Vitamin B5 Pantothenic Acid,"Coenzyme A, metabolism, and dietary sources",Nutrition,Micronutrients,draft-generated
NUT-032,Vitamin B6,"Amino-acid metabolism, neurotransmitters, blood formation, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-033,Biotin,"Carboxylation reactions, metabolism, deficiency, and supplement claims",Nutrition,Micronutrients,draft-generated
NUT-034,Folate,"One-carbon metabolism, DNA synthesis, pregnancy, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-035,Vitamin B12,"Neurological function, blood formation, absorption, and deficiency risk",Nutrition,Micronutrients,draft-generated
NUT-036,Vitamin C,"Collagen, antioxidant function, iron absorption, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-037,Vitamin D,"Calcium regulation, bone health, deficiency, and supplementation",Nutrition,Micronutrients,draft-generated
NUT-038,Vitamin E,"Antioxidant function, food sources, and supplementation evidence",Nutrition,Micronutrients,draft-generated
NUT-039,Vitamin K,"Blood clotting, bone metabolism, food sources, and medication interactions",Nutrition,Micronutrients,draft-generated
NUT-040,Choline,"Cell membranes, methyl metabolism, liver health, and dietary needs",Nutrition,Micronutrients,draft-generated
NUT-041,Minerals Overview,"Major and trace minerals, functions, deficiency, and excess",Nutrition,Micronutrients,draft-generated
NUT-042,Calcium,"Bone, muscle, nerve function, absorption, and dietary requirements",Nutrition,Micronutrients,draft-generated
NUT-043,Iron,"Heme and non-heme iron, oxygen transport, deficiency, and overload",Nutrition,Micronutrients,draft-generated
NUT-044,Magnesium,"Enzyme function, muscle, nerve, glucose regulation, and dietary intake",Nutrition,Micronutrients,draft-generated
NUT-045,Potassium,"Fluid balance, blood pressure, nerve signaling, and food sources",Nutrition,Micronutrients,draft-generated
NUT-046,Sodium,"Fluid balance, blood pressure, dietary sources, and recommended limits",Nutrition,Micronutrients,draft-generated
NUT-047,Zinc,"Immunity, wound healing, growth, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-048,Selenium,"Selenoproteins, thyroid function, antioxidant defense, and excess",Nutrition,Micronutrients,draft-generated
NUT-049,Iodine,"Thyroid hormone synthesis, dietary sources, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-050,Copper,"Iron metabolism, connective tissue, nervous-system function, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-051,Manganese,"Enzyme function, metabolism, and dietary sources",Nutrition,Micronutrients,draft-generated
NUT-052,Phosphorus,"Bone, ATP, cell membranes, and phosphate balance",Nutrition,Micronutrients,draft-generated
NUT-053,Chromium,"Glucose metabolism, dietary sources, and supplement evidence",Nutrition,Micronutrients,draft-generated
NUT-054,Molybdenum,"Enzyme cofactors, dietary sources, and deficiency",Nutrition,Micronutrients,draft-generated
NUT-055,Chloride,"Fluid balance, stomach acid, and dietary sources",Nutrition,Micronutrients,draft-generated
NUT-056,Fluoride,"Dental health, bone exposure, dietary sources, and safety",Nutrition,Micronutrients,draft-generated
NUT-057,Micronutrient Deficiency,"How deficiencies develop, present, and are assessed",Nutrition,Micronutrients,draft-generated
NUT-058,Micronutrient Excess and Toxicity,When excessive intake becomes harmful,Nutrition,Micronutrients,draft-generated
NUT-059,Multivitamins,What multivitamins can and cannot do for healthy adults,Nutrition,Supplements,draft-generated
NUT-060,Micronutrient Needs Across Adulthood,"How age, sex, and life stage alter nutrient requirements",Nutrition,Micronutrients,draft-generated
NUT-061,Digestion Overview,How the gastrointestinal tract breaks down food and prepares nutrients for absorption,Nutrition,Digestion,draft-generated
NUT-062,Carbohydrate Digestion and Absorption,"From starch and sugars to glucose, fructose, and galactose",Nutrition,Digestion,draft-generated
NUT-063,Protein Digestion and Absorption,From dietary proteins to amino acids and peptides,Nutrition,Digestion,draft-generated
NUT-064,Fat Digestion and Absorption,"Bile, lipases, micelles, chylomicrons, and fat transport",Nutrition,Digestion,draft-generated
NUT-065,Vitamin and Mineral Absorption,Where and how key micronutrients enter the body,Nutrition,Digestion,draft-generated
NUT-066,The Gut Microbiome and Nutrition,How diet shapes the microbiome and microbial metabolites,Nutrition,Gut Nutrition,draft-generated
NUT-067,Prebiotics,"Fermentable substrates, gut microbes, and food sources",Nutrition,Gut Nutrition,draft-generated
NUT-068,Probiotics,"Live microorganisms, strain specificity, evidence, and limitations",Nutrition,Gut Nutrition,draft-generated
NUT-069,Postbiotics,"Microbial products, emerging evidence, and practical relevance",Nutrition,Gut Nutrition,draft-generated
NUT-070,Fermented Foods,"Yogurt, kefir, kimchi, and other fermented foods in healthy diets",Nutrition,Gut Nutrition,draft-generated
NUT-071,Short-Chain Fatty Acids,"Acetate, propionate, butyrate, and intestinal health",Nutrition,Gut Nutrition,draft-generated
NUT-072,Metabolism Overview,"How the body processes carbohydrate, fat, protein, and alcohol",Nutrition,Metabolism,draft-generated
NUT-073,Basal Metabolic Rate,What determines resting energy expenditure,Nutrition,Metabolism,draft-generated
NUT-074,Total Daily Energy Expenditure,"Resting metabolism, activity, exercise, and thermic effect of food",Nutrition,Metabolism,draft-generated
NUT-075,Thermic Effect of Food,How digestion and nutrient processing affect energy expenditure,Nutrition,Metabolism,draft-generated
NUT-076,Metabolic Adaptation During Weight Loss,Why energy expenditure changes during calorie restriction,Nutrition,Weight Management,draft-generated
NUT-077,Metabolic Flexibility,Switching between carbohydrate and fat as fuels,Nutrition,Metabolism,draft-generated
NUT-078,Blood Glucose Regulation,"How meals, liver, insulin, and activity regulate glucose",Nutrition,Metabolism,draft-generated
NUT-079,Insulin,"How insulin regulates glucose uptake, storage, and metabolism",Nutrition,Metabolism,draft-generated
NUT-080,Glucagon,How glucagon helps maintain blood glucose between meals,Nutrition,Metabolism,draft-generated
NUT-081,Hunger and Satiety,Biological and behavioral regulation of eating,Nutrition,Appetite,draft-generated
NUT-082,Leptin,"Adipose signaling, appetite regulation, and energy balance",Nutrition,Appetite,draft-generated
NUT-083,Ghrelin,Meal-related hunger signaling and appetite regulation,Nutrition,Appetite,draft-generated
NUT-084,GLP-1 and Other Gut Hormones,"Gut-brain signaling, satiety, glucose regulation, and medication relevance",Nutrition,Appetite,draft-generated
NUT-085,Food Reward and Cravings,"How taste, learning, environment, and brain reward influence eating",Nutrition,Appetite,draft-generated
NUT-086,Dietary Patterns,Why overall eating patterns matter more than single foods,Nutrition,Diet Quality,draft-generated
NUT-087,Whole Foods,Minimally processed foods and their role in a healthy diet,Nutrition,Diet Quality,draft-generated
NUT-088,Food Processing,From minimal processing to ultra-processing and why degree matters,Nutrition,Diet Quality,draft-generated
NUT-089,Ultra-Processed Foods,"Definitions, health associations, and practical ways to reduce intake",Nutrition,Diet Quality,draft-generated
NUT-090,Food Additives,"Preservatives, emulsifiers, colors, sweeteners, and evidence-based safety",Nutrition,Food Science,draft-generated
NUT-091,Food Labels,How to read Nutrition Facts and ingredient lists,Nutrition,Practical Nutrition,draft-generated
NUT-092,Serving Sizes,"Label serving sizes, portions, and real-world intake",Nutrition,Practical Nutrition,draft-generated
NUT-093,Portion Control,Practical approaches to moderating energy intake without excessive restriction,Nutrition,Practical Nutrition,draft-generated
NUT-094,Meal Planning,"How to build balanced meals for health, convenience, and consistency",Nutrition,Practical Nutrition,draft-generated
NUT-095,Healthy Grocery Shopping,Building a nutrient-dense cart while managing cost and convenience,Nutrition,Practical Nutrition,draft-generated
NUT-096,Healthy Cooking Methods,How preparation methods affect nutrient quality and energy density,Nutrition,Practical Nutrition,draft-generated
NUT-097,Meal Prep,Preparing food efficiently for consistency and portion management,Nutrition,Practical Nutrition,draft-generated
NUT-098,Eating Out,How to make healthier choices in restaurants without rigid restriction,Nutrition,Practical Nutrition,draft-generated
NUT-099,Takeout and Delivery,"Managing portions, calories, sodium, and food quality",Nutrition,Practical Nutrition,draft-generated
NUT-100,Snacking,"When snacks help, when they hinder, and how to build better options",Nutrition,Practical Nutrition,draft-generated
NUT-101,Breakfast,"Evidence, meal composition, and whether breakfast is necessary",Nutrition,Meal Patterns,draft-generated
NUT-102,Lunch,Building balanced midday meals for energy and satiety,Nutrition,Meal Patterns,draft-generated
NUT-103,Dinner,"Meal composition, timing, and practical considerations",Nutrition,Meal Patterns,draft-generated
NUT-104,Desserts,Enjoying sweets within a sustainable healthy eating pattern,Nutrition,Meal Patterns,draft-generated
NUT-105,Healthy Beverages,"Water, tea, coffee, milk, and other beverages in the diet",Nutrition,Beverages,draft-generated
NUT-106,Sugar-Sweetened Beverages,"Calories, metabolic health, and strategies to reduce intake",Nutrition,Beverages,draft-generated
NUT-107,Coffee,"Caffeine, health effects, preparation, and individual tolerance",Nutrition,Beverages,draft-generated
NUT-108,Tea,"Tea types, bioactive compounds, caffeine, and health evidence",Nutrition,Beverages,draft-generated
NUT-109,Energy Drinks,"Caffeine, sugar, performance claims, and safety",Nutrition,Beverages,draft-generated
NUT-110,Alcohol and Nutrition,"Calories, nutrient effects, health risk, and current guidance",Nutrition,Beverages,draft-generated
NUT-111,Artificial and Non-Nutritive Sweeteners,"Aspartame, sucralose, stevia, and evidence on health outcomes",Nutrition,Food Science,draft-generated
NUT-112,Sugar Alcohols,"Erythritol, xylitol, sorbitol, digestion, and safety",Nutrition,Food Science,draft-generated
NUT-113,Salt and Sodium Reduction,Practical strategies for reducing sodium while preserving flavor,Nutrition,Practical Nutrition,draft-generated
NUT-114,Added Sugar Reduction,Finding hidden sugars and reducing intake sustainably,Nutrition,Practical Nutrition,draft-generated
NUT-115,Mindful Eating,"Attention, hunger cues, eating pace, and reducing automatic eating",Nutrition,Eating Behavior,draft-generated
NUT-116,Intuitive Eating,"Principles, evidence, strengths, and limitations",Nutrition,Eating Behavior,draft-generated
NUT-117,Emotional Eating,"Stress, emotions, learned behavior, and practical coping strategies",Nutrition,Eating Behavior,draft-generated
NUT-118,Eating Speed,"Meal pace, satiety, digestion, and energy intake",Nutrition,Eating Behavior,draft-generated
NUT-119,Food Environment,"How home, work, advertising, and availability shape eating behavior",Nutrition,Eating Behavior,draft-generated
NUT-120,Building Sustainable Eating Habits,How small repeatable behaviors create long-term dietary change,Nutrition,Eating Behavior,draft-generated
NUT-121,Mediterranean Diet,"Core foods, evidence, cardiovascular health, and practical implementation",Nutrition,Dietary Patterns,draft-generated
NUT-122,DASH Diet,Dietary approaches to blood pressure reduction,Nutrition,Dietary Patterns,draft-generated
NUT-123,Plant-Forward Eating,Increasing plant foods without requiring strict vegetarianism,Nutrition,Dietary Patterns,draft-generated
NUT-124,Vegetarian Nutrition,Meeting nutrient needs without meat or fish,Nutrition,Dietary Patterns,draft-generated
NUT-125,Vegan Nutrition,Nutrient planning and supplementation in fully plant-based diets,Nutrition,Dietary Patterns,draft-generated
NUT-126,Flexitarian Eating,A flexible approach to increasing plant foods while retaining animal foods,Nutrition,Dietary Patterns,draft-generated
NUT-127,Low-Carbohydrate Diets,"Definitions, metabolic effects, benefits, limitations, and adherence",Nutrition,Dietary Patterns,draft-generated
NUT-128,Ketogenic Diet,"Ketosis, clinical uses, weight loss, safety, and sustainability",Nutrition,Dietary Patterns,draft-generated
NUT-129,Low-Fat Diets,"Definitions, evidence, food quality, and cardiometabolic effects",Nutrition,Dietary Patterns,draft-generated
NUT-130,High-Protein Diets,"Satiety, muscle preservation, weight management, and safety",Nutrition,Dietary Patterns,draft-generated
NUT-131,Intermittent Fasting,"Common fasting patterns, evidence, benefits, and limitations",Nutrition,Meal Timing,draft-generated
NUT-132,Time-Restricted Eating,"Daily eating windows, circadian biology, and metabolic evidence",Nutrition,Meal Timing,draft-generated
NUT-133,Alternate-Day Fasting,"Evidence, adherence, safety, and weight-management outcomes",Nutrition,Meal Timing,draft-generated
NUT-134,Meal Frequency,"Two meals, three meals, grazing, and metabolic implications",Nutrition,Meal Timing,draft-generated
NUT-135,Early vs Late Eating,"Circadian timing, glucose control, appetite, and sleep",Nutrition,Meal Timing,draft-generated
NUT-136,Mediterranean-Style South Asian Eating,Adapting Mediterranean principles to South Asian foods and flavors,Nutrition,Cultural Nutrition,draft-generated
NUT-137,Traditional Indian Dietary Patterns,"Regional diversity, strengths, and nutritional challenges",Nutrition,Cultural Nutrition,draft-generated
NUT-138,North Indian Nutrition,"Common foods, meal patterns, and healthier modifications",Nutrition,Cultural Nutrition,draft-generated
NUT-139,South Indian Nutrition,"Common foods, meal patterns, and healthier modifications",Nutrition,Cultural Nutrition,draft-generated
NUT-140,Gujarati Nutrition,"Traditional foods, vegetarian patterns, and cardiometabolic considerations",Nutrition,Cultural Nutrition,draft-generated
NUT-141,Punjabi Nutrition,"Traditional foods, protein, dairy, fats, and practical modifications",Nutrition,Cultural Nutrition,draft-generated
NUT-142,Bengali Nutrition,"Rice, fish, sweets, vegetables, and balanced meal planning",Nutrition,Cultural Nutrition,draft-generated
NUT-143,Maharashtrian Nutrition,"Traditional foods, grains, legumes, and practical healthy eating",Nutrition,Cultural Nutrition,draft-generated
NUT-144,South Asian Vegetarian Diets,"Protein, B12, iron, calcium, and healthy meal construction",Nutrition,Cultural Nutrition,draft-generated
NUT-145,Indian Restaurant Eating,"Navigating restaurant menus, portions, oils, breads, rice, and sauces",Nutrition,Cultural Nutrition,draft-generated
NUT-146,Indian Snacks and Street Foods,"Energy density, fried foods, portions, and healthier alternatives",Nutrition,Cultural Nutrition,draft-generated
NUT-147,Indian Sweets and Desserts,"Sugar, fat, portions, celebrations, and sustainable moderation",Nutrition,Cultural Nutrition,draft-generated
NUT-148,Rice in a Healthy Diet,"White, brown, basmati, portions, glycemic response, and meal pairing",Nutrition,Staple Foods,draft-generated
NUT-149,"Roti, Chapati, and Flatbreads","Whole grains, portions, preparation, and meal balance",Nutrition,Staple Foods,draft-generated
NUT-150,Dal and Lentils,"Protein, fiber, micronutrients, digestion, and practical use",Nutrition,Staple Foods,draft-generated
NUT-151,Beans and Chickpeas,"Protein, fiber, satiety, and cardiometabolic benefits",Nutrition,Staple Foods,draft-generated
NUT-152,Dairy in South Asian Diets,"Milk, yogurt, paneer, ghee, nutrients, and portion considerations",Nutrition,Cultural Nutrition,draft-generated
NUT-153,Ghee,"Fat composition, culinary use, health evidence, and portion control",Nutrition,Cultural Nutrition,draft-generated
NUT-154,Spices and Herbs,"Flavor, phytochemicals, health claims, and realistic benefits",Nutrition,Food Science,draft-generated
NUT-155,Healthy Indian Meal Construction,Building balanced Indian meals using familiar foods,Nutrition,Cultural Nutrition,draft-generated
NUT-156,Nutrition for Weight Management,"Energy balance, satiety, food quality, and sustainable behavior change",Nutrition,Weight Management,draft-generated
NUT-157,Nutrition for Fat Loss,Preserving muscle while creating a sustainable calorie deficit,Nutrition,Weight Management,draft-generated
NUT-158,Nutrition for Weight Gain,Increasing body weight with nutrient-dense food and appropriate surplus,Nutrition,Weight Management,draft-generated
NUT-159,Nutrition for Muscle Gain,"Protein, calories, carbohydrate, and training support",Nutrition,Sports Nutrition,draft-generated
NUT-160,Nutrition for Strength Training,"Fueling resistance exercise, recovery, and adaptation",Nutrition,Sports Nutrition,draft-generated
NUT-161,Nutrition for Endurance Exercise,"Carbohydrate, hydration, fueling, and recovery",Nutrition,Sports Nutrition,draft-generated
NUT-162,Pre-Workout Nutrition,What and when to eat before exercise,Nutrition,Sports Nutrition,draft-generated
NUT-163,Post-Workout Nutrition,"Protein, carbohydrate, fluids, and recovery timing",Nutrition,Sports Nutrition,draft-generated
NUT-164,Hydration for Exercise,"Fluid needs, sweat losses, electrolytes, and heat",Nutrition,Sports Nutrition,draft-generated
NUT-165,Sports Drinks,"Carbohydrate-electrolyte beverages, use cases, and limitations",Nutrition,Sports Nutrition,draft-generated
NUT-166,Protein Supplements,"Whey, casein, plant proteins, quality, dosing, and safety",Nutrition,Supplements,draft-generated
NUT-167,Creatine,"Evidence, performance, muscle, aging, dosing, and safety",Nutrition,Supplements,draft-generated
NUT-168,Caffeine for Performance,"Performance effects, dosing, tolerance, sleep, and safety",Nutrition,Supplements,draft-generated
NUT-169,Beta-Alanine,"High-intensity exercise evidence, dosing, and side effects",Nutrition,Supplements,draft-generated
NUT-170,Nitrate and Beetroot,"Nitric oxide, endurance performance, evidence, and practical use",Nutrition,Supplements,draft-generated
NUT-171,Nutrition for Healthy Aging,"Protein, micronutrients, energy balance, and preserving function",Nutrition,Life Stage Nutrition,draft-generated
NUT-172,Protein Needs in Older Adults,"Protein quantity, quality, distribution, and muscle preservation",Nutrition,Life Stage Nutrition,draft-generated
NUT-173,Nutrition for Bone Health,"Calcium, vitamin D, protein, and other dietary factors",Nutrition,Life Stage Nutrition,draft-generated
NUT-174,Nutrition for Brain Health,"Dietary patterns, vascular health, and cognitive aging",Nutrition,Life Stage Nutrition,draft-generated
NUT-175,Nutrition During Menopause,"Body composition, bone, cardiometabolic health, and symptom considerations",Nutrition,Life Stage Nutrition,draft-generated
NUT-176,Nutrition for Men Over 40,"Protein, cardiometabolic health, body composition, and aging",Nutrition,Life Stage Nutrition,draft-generated
NUT-177,Nutrition for Women Over 40,"Protein, iron, calcium, cardiometabolic health, and menopause transition",Nutrition,Life Stage Nutrition,draft-generated
NUT-178,Nutrition During Pregnancy,"Energy, protein, folate, iron, iodine, safety, and weight gain",Nutrition,Life Stage Nutrition,draft-generated
NUT-179,Nutrition During Breastfeeding,"Energy needs, hydration, nutrient adequacy, and infant considerations",Nutrition,Life Stage Nutrition,draft-generated
NUT-180,Nutrition for Children,"Growth, nutrient density, meal patterns, and healthy eating development",Nutrition,Life Stage Nutrition,draft-generated
NUT-181,Nutrition for Adolescents,"Growth, bone, iron, protein, sports, and eating behaviors",Nutrition,Life Stage Nutrition,draft-generated
NUT-182,Nutrition for College Students,"Budget, convenience, meal planning, and healthy independence",Nutrition,Life Stage Nutrition,draft-generated
NUT-183,Nutrition for Shift Workers,"Meal timing, circadian disruption, caffeine, and metabolic health",Nutrition,Life Stage Nutrition,draft-generated
NUT-184,Nutrition for Travelers,"Hydration, food safety, meal timing, and maintaining routines",Nutrition,Practical Nutrition,draft-generated
NUT-185,Nutrition During Illness and Recovery,"Energy, protein, hydration, and supporting recovery",Nutrition,Clinical Nutrition,draft-generated
NUT-186,Nutrition After Surgery,"Protein, energy, micronutrients, appetite, and recovery",Nutrition,Clinical Nutrition,draft-generated
NUT-187,Nutrition for Wound Healing,"Protein, calories, vitamin C, zinc, and clinical considerations",Nutrition,Clinical Nutrition,draft-generated
NUT-188,Nutrition and Sleep,"Meal timing, caffeine, alcohol, and dietary patterns that affect sleep",Nutrition,Lifestyle Nutrition,draft-generated
NUT-189,Nutrition and Stress,"Stress eating, cortisol, appetite, and practical dietary strategies",Nutrition,Lifestyle Nutrition,draft-generated
NUT-190,Nutrition and Mood,"Diet quality, nutrient adequacy, gut-brain pathways, and evidence",Nutrition,Lifestyle Nutrition,draft-generated
NUT-191,Nutrition for Prediabetes,"Weight management, carbohydrate quality, fiber, and glucose control",Nutrition,Condition Nutrition,draft-generated
NUT-192,Nutrition for Type 2 Diabetes,"Meal planning, carbohydrate management, medications, and glycemic control",Nutrition,Condition Nutrition,draft-generated
NUT-193,Nutrition for Insulin Resistance,"Energy balance, activity, carbohydrate quality, and weight management",Nutrition,Condition Nutrition,draft-generated
NUT-194,Nutrition for Metabolic Syndrome,"Weight, blood pressure, lipids, glucose, and dietary patterns",Nutrition,Condition Nutrition,draft-generated
NUT-195,Nutrition for High Blood Pressure,"Sodium, potassium, DASH-style eating, weight, and alcohol",Nutrition,Condition Nutrition,draft-generated
NUT-196,Nutrition for High LDL Cholesterol,"Saturated fat, soluble fiber, plant sterols, and dietary patterns",Nutrition,Condition Nutrition,draft-generated
NUT-197,Nutrition for High Triglycerides,"Alcohol, refined carbohydrate, weight, omega-3s, and metabolic health",Nutrition,Condition Nutrition,draft-generated
NUT-198,Nutrition for Cardiovascular Health,"Dietary patterns, fats, fiber, sodium, and overall risk reduction",Nutrition,Condition Nutrition,draft-generated
NUT-199,Nutrition After a Heart Attack,"Heart-healthy eating, rehabilitation, medications, and secondary prevention",Nutrition,Condition Nutrition,draft-generated
NUT-200,Nutrition for Fatty Liver Disease,"Weight loss, diet quality, sugar, alcohol, and metabolic health",Nutrition,Condition Nutrition,draft-generated
NUT-201,Nutrition for Chronic Kidney Disease,"Protein, sodium, potassium, phosphorus, and individualized care",Nutrition,Condition Nutrition,draft-generated
NUT-202,Nutrition for Kidney Stones,"Fluid, sodium, calcium, oxalate, citrate, and stone type",Nutrition,Condition Nutrition,draft-generated
NUT-203,Nutrition for Gout,"Purines, alcohol, fructose, weight, hydration, and medication context",Nutrition,Condition Nutrition,draft-generated
NUT-204,Nutrition for Osteoporosis,"Calcium, vitamin D, protein, and bone-supportive eating",Nutrition,Condition Nutrition,draft-generated
NUT-205,Nutrition for Osteoarthritis,"Weight management, diet quality, inflammation claims, and joint health",Nutrition,Condition Nutrition,draft-generated
NUT-206,Nutrition for Constipation,"Fiber, fluids, activity, bowel habits, and escalation of care",Nutrition,Condition Nutrition,draft-generated
NUT-207,Nutrition for Diarrhea,"Hydration, food tolerance, causes, and when to seek care",Nutrition,Condition Nutrition,draft-generated
NUT-208,Nutrition for GERD and Acid Reflux,"Meal size, timing, triggers, weight, and evidence-based management",Nutrition,Condition Nutrition,draft-generated
NUT-209,Nutrition for Irritable Bowel Syndrome,"FODMAPs, fiber, triggers, gut-brain factors, and dietitian guidance",Nutrition,Condition Nutrition,draft-generated
NUT-210,Low-FODMAP Diet,"Elimination, reintroduction, personalization, and nutritional risks",Nutrition,Condition Nutrition,draft-generated
NUT-211,Nutrition for Celiac Disease,"Gluten avoidance, cross-contact, deficiencies, and balanced gluten-free eating",Nutrition,Condition Nutrition,draft-generated
NUT-212,Gluten-Free Diets Without Celiac Disease,"Evidence, misconceptions, nutritional tradeoffs, and who may benefit",Nutrition,Dietary Patterns,draft-generated
NUT-213,Lactose Intolerance,"Lactose digestion, symptoms, dairy alternatives, and nutrient adequacy",Nutrition,Condition Nutrition,draft-generated
NUT-214,Food Allergies,"Immune reactions, avoidance, labeling, cross-contact, and emergency safety",Nutrition,Condition Nutrition,draft-generated
NUT-215,Food Intolerances,"Non-immune reactions, common triggers, and avoiding unnecessary restriction",Nutrition,Condition Nutrition,draft-generated
NUT-216,Nutrition for Anemia,"Iron, B12, folate, diagnosis, and food-based strategies",Nutrition,Condition Nutrition,draft-generated
NUT-217,Nutrition for Hypothyroidism,"Iodine, selenium, medication timing, and evidence-based expectations",Nutrition,Condition Nutrition,draft-generated
NUT-218,Nutrition for PCOS,"Weight management, insulin resistance, diet quality, and sustainable patterns",Nutrition,Condition Nutrition,draft-generated
NUT-219,Nutrition for Cancer Prevention,"Dietary patterns, body weight, alcohol, fiber, and evidence-based risk reduction",Nutrition,Condition Nutrition,draft-generated
NUT-220,Nutrition During Cancer Treatment,"Managing appetite, weight, symptoms, safety, and individualized care",Nutrition,Clinical Nutrition,draft-generated
NUT-221,Nutrition for Cognitive Health,"Mediterranean and MIND-style patterns, vascular risk, and aging",Nutrition,Condition Nutrition,draft-generated
NUT-222,Nutrition for Depression and Anxiety,"Diet quality, deficiencies, evidence, and limits of nutritional treatment",Nutrition,Condition Nutrition,draft-generated
NUT-223,Nutrition for Migraine,"Hydration, caffeine, meal regularity, triggers, and evidence",Nutrition,Condition Nutrition,draft-generated
NUT-224,Nutrition for Autoimmune Disease,"Diet quality, deficiencies, elimination diets, and evidence limitations",Nutrition,Condition Nutrition,draft-generated
NUT-225,Nutrition and Chronic Inflammation,"Dietary patterns, adiposity, fiber, fats, and inflammation biomarkers",Nutrition,Condition Nutrition,draft-generated
NUT-226,Dietary Supplements Overview,"How supplements are regulated, evaluated, and used safely",Nutrition,Supplements,draft-generated
NUT-227,Vitamin D Supplements,"Who may need them, dosing principles, testing, and safety",Nutrition,Supplements,draft-generated
NUT-228,Vitamin B12 Supplements,"Deficiency risk, forms, dosing, absorption, and safety",Nutrition,Supplements,draft-generated
NUT-229,Iron Supplements,"Indications, dosing, absorption, side effects, and toxicity risk",Nutrition,Supplements,draft-generated
NUT-230,Magnesium Supplements,"Forms, evidence, dosing, gastrointestinal effects, and kidney considerations",Nutrition,Supplements,draft-generated
NUT-231,Calcium Supplements,"When they may help, food-first approaches, dosing, and safety",Nutrition,Supplements,draft-generated
